"index"	"tenure"	"age"	"marital"	"address"	"income"	"ed"	"employ"	"retire"	"gender"	"longmon"	"wiremon"	"churn"
"288"	35	66	"Married"	44	14	"Some college"	12	"Yes"	"Female"	4.7	0	"No"
"289"	37	50	"Unmarried"	9	110	"High school degree"	21	"No"	"Female"	9.65	0	"No"
"290"	48	43	"Married"	1	60	"High school degree"	12	"No"	"Male"	15.5	0	"No"
"291"	13	43	"Married"	1	123	"Some college"	21	"No"	"Male"	3.85	0	"No"
"292"	72	63	"Married"	29	15	"Post-undergraduate degree"	31	"Yes"	"Male"	20.6	0	"No"
"293"	30	27	"Unmarried"	4	47	"College degree"	2	"No"	"Female"	10.75	0	"Yes"
"294"	24	43	"Unmarried"	14	138	"College degree"	11	"No"	"Female"	6.65	24.65	"No"
"295"	25	51	"Married"	20	359	"Some college"	29	"No"	"Male"	5.75	21.4	"No"
"296"	50	52	"Unmarried"	30	214	"Some college"	22	"No"	"Male"	11.5	48.3	"No"
"297"	28	40	"Unmarried"	7	64	"Did not complete high school"	19	"No"	"Male"	6	0	"No"
"298"	34	51	"Unmarried"	8	50	"College degree"	14	"No"	"Male"	16.15	0	"No"
"299"	48	32	"Unmarried"	2	88	"Some college"	9	"No"	"Male"	6.15	44.75	"No"
"300"	42	36	"Married"	8	86	"High school degree"	15	"No"	"Female"	9.8	0	"No"
"301"	67	65	"Married"	30	17	"Did not complete high school"	29	"Yes"	"Female"	21.7	0	"No"
"302"	17	41	"Married"	7	25	"High school degree"	17	"No"	"Male"	6.45	0	"No"
"303"	29	38	"Married"	19	46	"High school degree"	6	"No"	"Male"	8.35	0	"No"
"304"	66	61	"Unmarried"	26	361	"Did not complete high school"	40	"No"	"Female"	12.75	0	"No"
"305"	1	21	"Unmarried"	1	18	"Some college"	0	"No"	"Female"	2.7	0	"Yes"
"306"	28	33	"Married"	3	14	"College degree"	1	"No"	"Male"	4.55	23.95	"Yes"
"307"	15	35	"Married"	5	34	"Some college"	8	"No"	"Male"	5.15	0	"Yes"
"308"	12	64	"Unmarried"	13	9	"High school degree"	6	"Yes"	"Female"	3.8	0	"No"
"309"	48	49	"Unmarried"	18	39	"High school degree"	5	"No"	"Female"	7	30.75	"Yes"
"310"	59	25	"Married"	4	18	"Some college"	2	"No"	"Male"	20.1	0	"No"
"311"	8	26	"Married"	1	25	"College degree"	1	"No"	"Male"	3.15	0	"Yes"
"312"	45	52	"Unmarried"	15	46	"Post-undergraduate degree"	8	"No"	"Female"	9.4	0	"Yes"
"313"	25	39	"Married"	8	94	"College degree"	11	"No"	"Female"	3.95	0	"Yes"
"314"	21	44	"Married"	4	26	"Some college"	2	"No"	"Male"	7.55	35.75	"No"
"315"	17	68	"Married"	1	335	"Did not complete high school"	35	"No"	"Female"	3.55	27.9	"No"
"316"	41	45	"Unmarried"	14	25	"Some college"	6	"No"	"Male"	7.8	23.2	"Yes"
"317"	13	45	"Married"	3	99	"Some college"	8	"No"	"Female"	8.7	0	"Yes"
"318"	1	26	"Married"	3	30	"High school degree"	7	"No"	"Female"	1.05	0	"Yes"
"319"	3	31	"Married"	4	35	"High school degree"	2	"No"	"Female"	4.35	21.5	"Yes"
"320"	23	27	"Married"	2	51	"Post-undergraduate degree"	1	"No"	"Female"	3.9	0	"Yes"
"321"	26	42	"Unmarried"	20	49	"Some college"	13	"No"	"Male"	3.5	27.7	"Yes"
"322"	37	51	"Married"	15	54	"Did not complete high school"	15	"No"	"Male"	9.55	0	"No"
"323"	5	30	"Unmarried"	3	46	"College degree"	7	"No"	"Male"	4.3	0	"Yes"
"324"	32	27	"Married"	3	91	"College degree"	1	"No"	"Female"	5.5	41.3	"Yes"
"325"	12	22	"Unmarried"	1	23	"College degree"	0	"No"	"Male"	4.05	0	"No"
"326"	72	54	"Married"	6	345	"Did not complete high school"	32	"No"	"Male"	75.45	0	"No"
"327"	3	25	"Married"	2	45	"College degree"	0	"No"	"Female"	3	0	"Yes"
"328"	54	43	"Unmarried"	12	53	"High school degree"	12	"No"	"Male"	14.35	0	"No"
"329"	26	26	"Unmarried"	2	14	"High school degree"	6	"No"	"Female"	7.8	27.9	"Yes"
"330"	14	36	"Unmarried"	13	67	"Post-undergraduate degree"	4	"No"	"Female"	14.05	0	"No"
"331"	22	51	"Unmarried"	27	49	"Some college"	1	"No"	"Male"	9	0	"No"
"332"	65	47	"Married"	18	37	"Did not complete high school"	15	"No"	"Female"	19.05	0	"No"
"333"	26	45	"Unmarried"	18	33	"Did not complete high school"	9	"No"	"Male"	9.6	0	"No"
"334"	20	37	"Unmarried"	5	46	"Some college"	10	"No"	"Female"	4.9	41.35	"No"
"335"	67	60	"Married"	32	93	"Did not complete high school"	21	"No"	"Male"	18.85	0	"No"
"336"	34	55	"Unmarried"	2	48	"High school degree"	11	"No"	"Male"	4.25	0	"No"
"337"	37	54	"Married"	35	183	"High school degree"	22	"No"	"Male"	7.3	0	"No"
"338"	22	23	"Married"	3	16	"Did not complete high school"	5	"No"	"Male"	5.4	0	"No"
"339"	5	69	"Unmarried"	0	11	"High school degree"	14	"Yes"	"Male"	6.65	0	"No"
"340"	28	31	"Married"	0	42	"College degree"	5	"No"	"Female"	12.25	0	"No"
"341"	20	41	"Married"	7	67	"College degree"	14	"No"	"Female"	7.25	0	"No"
"342"	72	41	"Unmarried"	20	181	"College degree"	12	"No"	"Male"	27.3	52.4	"No"
"343"	30	43	"Unmarried"	18	53	"College degree"	6	"No"	"Male"	7	0	"No"
"344"	71	52	"Unmarried"	17	172	"High school degree"	32	"No"	"Male"	49.25	68.1	"No"
"345"	56	44	"Unmarried"	24	87	"High school degree"	19	"No"	"Male"	14.75	0	"No"
"346"	8	29	"Married"	2	21	"Post-undergraduate degree"	0	"No"	"Male"	4.15	0	"Yes"
"347"	32	65	"Unmarried"	6	9	"High school degree"	30	"Yes"	"Female"	6.25	0	"No"
"348"	46	47	"Unmarried"	22	144	"Some college"	22	"No"	"Female"	3.5	0	"Yes"
"349"	60	45	"Married"	23	117	"College degree"	11	"No"	"Male"	12.4	52.9	"No"
"350"	42	32	"Married"	0	59	"College degree"	4	"No"	"Female"	16.7	72.6	"No"
"351"	71	60	"Married"	39	508	"College degree"	35	"No"	"Male"	23.55	0	"No"
"352"	72	63	"Married"	40	222	"High school degree"	43	"Yes"	"Female"	81.55	0	"No"
"353"	45	66	"Unmarried"	11	87	"Some college"	25	"Yes"	"Female"	6.05	0	"No"
"354"	5	31	"Unmarried"	4	34	"Did not complete high school"	9	"No"	"Male"	1.6	19.85	"Yes"
"355"	17	38	"Married"	19	18	"College degree"	0	"No"	"Female"	8.55	0	"No"
"356"	70	55	"Unmarried"	12	65	"Some college"	24	"No"	"Male"	26.7	0	"No"
"357"	57	57	"Married"	19	130	"Some college"	27	"No"	"Female"	13.55	0	"No"
"358"	20	33	"Unmarried"	13	44	"Some college"	8	"No"	"Female"	6.4	0	"No"
"359"	72	52	"Married"	21	63	"Did not complete high school"	24	"No"	"Male"	41.95	0	"No"
"360"	32	50	"Unmarried"	28	57	"College degree"	20	"No"	"Male"	4.6	23.5	"No"
"361"	22	57	"Married"	7	264	"Did not complete high school"	35	"No"	"Female"	3	0	"No"
"362"	6	24	"Unmarried"	2	28	"Did not complete high school"	5	"No"	"Male"	4.4	0	"Yes"
"363"	32	23	"Married"	2	26	"Some college"	1	"No"	"Female"	11	0	"No"
"364"	38	33	"Unmarried"	3	38	"College degree"	0	"No"	"Male"	10.95	0	"No"
"365"	53	35	"Unmarried"	15	59	"Some college"	5	"No"	"Female"	16.85	0	"No"
"366"	37	76	"Unmarried"	38	117	"College degree"	21	"No"	"Female"	7.5	0	"No"
"367"	47	35	"Married"	13	70	"College degree"	9	"No"	"Female"	10.75	45.85	"Yes"
"368"	69	59	"Unmarried"	37	104	"High school degree"	13	"No"	"Male"	16	0	"No"
"369"	63	56	"Unmarried"	17	71	"Some college"	18	"No"	"Female"	18.4	0	"No"
"370"	61	34	"Married"	0	70	"Some college"	7	"No"	"Female"	18.85	47.3	"Yes"
"371"	56	38	"Married"	8	56	"College degree"	10	"No"	"Male"	25.1	27.4	"No"
"372"	40	57	"Married"	18	68	"Did not complete high school"	23	"No"	"Male"	13.35	0	"No"
"373"	61	45	"Unmarried"	21	80	"High school degree"	13	"No"	"Female"	18.1	0	"No"
"374"	16	26	"Unmarried"	7	21	"College degree"	1	"No"	"Male"	3.55	30.8	"No"
"375"	7	43	"Unmarried"	4	69	"Some college"	5	"No"	"Female"	4.45	0	"No"
"376"	20	31	"Married"	10	39	"High school degree"	3	"No"	"Female"	7.75	0	"No"
"377"	35	38	"Unmarried"	7	90	"High school degree"	18	"No"	"Male"	6.8	0	"No"
"378"	60	37	"Married"	12	64	"Post-undergraduate degree"	1	"No"	"Female"	14.85	0	"No"
"379"	47	25	"Unmarried"	2	28	"High school degree"	6	"No"	"Male"	7.75	31.15	"No"
"380"	33	28	"Married"	3	24	"High school degree"	0	"No"	"Female"	7.5	0	"No"
"381"	12	34	"Unmarried"	2	44	"High school degree"	7	"No"	"Male"	4.05	0	"No"
"382"	10	31	"Unmarried"	0	32	"College degree"	7	"No"	"Female"	5.4	0	"Yes"
"383"	69	33	"Married"	9	52	"College degree"	9	"No"	"Female"	29.95	0	"No"
"384"	23	20	"Unmarried"	1	15	"Some college"	0	"No"	"Female"	7.5	0	"No"
"385"	53	31	"Unmarried"	10	46	"Some college"	6	"No"	"Male"	27.1	0	"No"
"386"	60	57	"Married"	14	107	"High school degree"	33	"No"	"Female"	17.55	46.7	"No"
"387"	33	33	"Unmarried"	7	56	"High school degree"	11	"No"	"Male"	13.45	0	"No"
"388"	67	40	"Married"	21	40	"College degree"	7	"No"	"Female"	24.35	37.45	"No"
"389"	15	38	"Married"	5	56	"Some college"	13	"No"	"Male"	5.4	0	"No"
"390"	64	31	"Married"	5	46	"High school degree"	7	"No"	"Female"	24.15	33.2	"No"
"391"	46	49	"Married"	13	51	"High school degree"	21	"No"	"Male"	7.25	0	"Yes"
"392"	72	60	"Married"	33	12	"Did not complete high school"	20	"Yes"	"Male"	53.75	43.95	"No"
"393"	61	43	"Married"	6	34	"Post-undergraduate degree"	6	"No"	"Male"	25.05	51	"Yes"
"394"	54	27	"Unmarried"	3	27	"High school degree"	6	"No"	"Female"	12.4	43.5	"No"
"395"	28	36	"Unmarried"	3	42	"Some college"	7	"No"	"Female"	12.9	0	"No"
"396"	28	38	"Unmarried"	8	119	"Post-undergraduate degree"	2	"No"	"Male"	5.05	42.65	"Yes"
"397"	32	43	"Unmarried"	13	146	"Did not complete high school"	27	"No"	"Female"	18.3	17.45	"No"
"398"	52	46	"Unmarried"	17	51	"High school degree"	13	"No"	"Female"	12.5	0	"No"
"399"	48	62	"Unmarried"	33	86	"Did not complete high school"	22	"Yes"	"Female"	16.35	30.6	"No"
"400"	52	42	"Married"	17	27	"Some college"	8	"No"	"Female"	19.65	0	"No"
"401"	37	43	"Unmarried"	8	38	"Some college"	9	"No"	"Male"	8.1	0	"No"
"402"	41	52	"Unmarried"	26	928	"Some college"	29	"No"	"Male"	7.65	0	"No"
"403"	43	27	"Married"	3	21	"High school degree"	1	"No"	"Female"	12.65	0	"No"
"404"	67	60	"Unmarried"	24	24	"Did not complete high school"	6	"No"	"Female"	25.1	0	"No"
"405"	61	52	"Married"	30	91	"Did not complete high school"	25	"No"	"Female"	13.8	0	"No"
"406"	70	39	"Married"	20	38	"High school degree"	8	"No"	"Female"	30.3	0	"No"
"407"	44	32	"Married"	1	96	"College degree"	5	"No"	"Female"	5.25	57.8	"No"
"408"	46	45	"Unmarried"	12	96	"Some college"	17	"No"	"Male"	10.95	0	"No"
"409"	39	34	"Unmarried"	2	54	"Some college"	5	"No"	"Male"	6.5	0	"No"
"410"	39	59	"Unmarried"	20	1668	"College degree"	27	"No"	"Female"	8.2	0	"No"
"411"	50	29	"Married"	10	53	"College degree"	0	"No"	"Female"	13.2	46.4	"No"
"412"	5	31	"Unmarried"	1	21	"Some college"	1	"No"	"Female"	2.6	0	"Yes"
"413"	10	34	"Unmarried"	1	52	"Post-undergraduate degree"	3	"No"	"Female"	4.3	25.4	"Yes"
"414"	72	69	"Unmarried"	45	17	"Some college"	36	"Yes"	"Female"	38.2	0	"No"
"415"	68	60	"Unmarried"	40	262	"High school degree"	39	"No"	"Female"	31.6	0	"No"
"416"	58	28	"Unmarried"	5	34	"Post-undergraduate degree"	1	"No"	"Female"	19.9	0	"No"
"417"	18	44	"Married"	10	107	"Did not complete high school"	19	"No"	"Female"	2.25	0	"No"
"418"	65	45	"Married"	25	67	"Post-undergraduate degree"	13	"No"	"Female"	9.85	0	"No"
"419"	8	45	"Unmarried"	1	37	"College degree"	0	"No"	"Male"	4.65	0	"Yes"
"420"	1	20	"Unmarried"	1	21	"High school degree"	0	"No"	"Female"	0.9	0	"Yes"
"421"	42	58	"Unmarried"	7	22	"Did not complete high school"	4	"No"	"Female"	3.6	0	"No"
"422"	4	25	"Married"	3	71	"Some college"	3	"No"	"Female"	3.6	0	"No"
"423"	17	35	"Unmarried"	4	77	"Some college"	8	"No"	"Female"	8.1	0	"No"
"424"	8	24	"Married"	1	18	"College degree"	0	"No"	"Female"	2.95	34.3	"Yes"
"425"	49	37	"Married"	17	50	"High school degree"	12	"No"	"Female"	4.2	0	"No"
"426"	56	46	"Married"	21	33	"College degree"	7	"No"	"Male"	22.7	0	"No"
"427"	62	57	"Married"	21	94	"Did not complete high school"	22	"No"	"Male"	11.95	0	"No"
"428"	42	57	"Married"	25	209	"Did not complete high school"	40	"No"	"Female"	9.45	0	"No"
"429"	13	32	"Unmarried"	7	31	"College degree"	5	"No"	"Male"	5.05	23.3	"No"
"430"	69	46	"Married"	18	66	"High school degree"	19	"No"	"Male"	21.85	0	"No"
"431"	45	59	"Unmarried"	14	51	"Did not complete high school"	15	"No"	"Male"	5.95	0	"No"
"432"	66	42	"Married"	18	118	"High school degree"	20	"No"	"Male"	26.8	0	"No"
"433"	15	35	"Unmarried"	10	25	"High school degree"	3	"No"	"Male"	4.75	0	"Yes"
"434"	41	44	"Married"	1	59	"Some college"	21	"No"	"Female"	12.1	0	"No"
"435"	11	20	"Unmarried"	1	20	"High school degree"	0	"No"	"Female"	4.75	42.7	"Yes"
"436"	45	30	"Married"	0	63	"Post-undergraduate degree"	4	"No"	"Male"	7.1	50.85	"Yes"
"437"	52	62	"Unmarried"	23	36	"College degree"	17	"No"	"Male"	13.35	0	"No"
"438"	42	56	"Unmarried"	24	72	"College degree"	18	"No"	"Female"	8	40.05	"No"
"439"	48	35	"Unmarried"	11	50	"Did not complete high school"	16	"No"	"Male"	12.85	0	"No"
"440"	4	31	"Unmarried"	5	39	"High school degree"	5	"No"	"Male"	4.9	36.4	"Yes"
"441"	53	64	"Married"	10	54	"High school degree"	20	"No"	"Female"	9.65	74.8	"No"
"442"	1	59	"Unmarried"	4	9	"Did not complete high school"	4	"Yes"	"Male"	3.8	0	"No"
"443"	19	30	"Married"	10	33	"College degree"	1	"No"	"Male"	4.05	0	"No"
"444"	33	30	"Unmarried"	11	28	"Did not complete high school"	9	"No"	"Male"	7.4	0	"No"
"445"	42	36	"Married"	14	44	"High school degree"	11	"No"	"Male"	7	26.1	"No"
"446"	60	32	"Unmarried"	12	34	"College degree"	4	"No"	"Female"	23.95	0	"No"
"447"	57	51	"Married"	7	68	"College degree"	18	"No"	"Female"	16.05	0	"No"
"448"	64	39	"Unmarried"	5	37	"Did not complete high school"	9	"No"	"Male"	10.2	0	"No"
"449"	28	20	"Married"	1	18	"Some college"	0	"No"	"Male"	7.7	32	"No"
"450"	29	35	"Married"	10	55	"High school degree"	7	"No"	"Male"	15.65	0	"Yes"
"451"	46	31	"Married"	12	21	"Did not complete high school"	5	"No"	"Male"	8.95	0	"No"
"452"	22	41	"Married"	9	29	"Some college"	11	"No"	"Male"	12.75	0	"Yes"
"453"	10	56	"Unmarried"	26	9	"High school degree"	6	"Yes"	"Male"	3.2	0	"No"
"454"	50	41	"Unmarried"	16	138	"High school degree"	18	"No"	"Female"	12.35	0	"Yes"
"455"	55	65	"Unmarried"	34	28	"College degree"	12	"Yes"	"Female"	18.6	41.2	"No"
"456"	15	54	"Unmarried"	7	62	"Did not complete high school"	11	"No"	"Male"	3.15	0	"No"
"457"	31	32	"Married"	13	37	"Some college"	8	"No"	"Female"	4.6	56.45	"No"
"458"	5	44	"Unmarried"	5	83	"Did not complete high school"	16	"No"	"Female"	4.65	0	"Yes"
"459"	69	63	"Unmarried"	28	168	"Did not complete high school"	43	"No"	"Female"	14.5	0	"No"
"460"	26	27	"Married"	4	33	"College degree"	1	"No"	"Male"	5.85	34.15	"Yes"
"461"	10	33	"Married"	2	66	"Some college"	9	"No"	"Female"	7.1	0	"Yes"
"462"	26	30	"Unmarried"	9	18	"College degree"	1	"No"	"Male"	7.25	0	"Yes"
"463"	25	30	"Unmarried"	0	20	"Did not complete high school"	4	"No"	"Female"	8.55	0	"No"
"464"	30	23	"Married"	4	19	"Some college"	1	"No"	"Male"	7.9	0	"No"
"465"	21	39	"Married"	7	25	"High school degree"	1	"No"	"Male"	8.5	31.25	"No"
"466"	71	46	"Unmarried"	27	119	"Post-undergraduate degree"	7	"No"	"Female"	42.85	111.95	"No"
"467"	11	48	"Married"	5	323	"College degree"	25	"No"	"Male"	5.25	25.75	"Yes"
"468"	24	30	"Married"	7	45	"Did not complete high school"	11	"No"	"Female"	6	0	"No"
"469"	65	59	"Married"	27	197	"College degree"	26	"No"	"Male"	45.4	0	"No"
"470"	16	34	"Married"	13	56	"Some college"	10	"No"	"Female"	9.35	0	"Yes"
"471"	37	51	"Married"	26	24	"College degree"	4	"No"	"Male"	8.2	0	"No"
"472"	5	30	"Unmarried"	4	25	"Some college"	6	"No"	"Male"	2.4	0	"Yes"
"473"	3	55	"Married"	9	26	"Post-undergraduate degree"	0	"No"	"Female"	6.4	0	"Yes"
"474"	5	32	"Unmarried"	6	33	"College degree"	3	"No"	"Male"	3.2	0	"Yes"
"475"	60	44	"Married"	4	150	"High school degree"	24	"No"	"Male"	20	36.8	"No"
"476"	19	37	"Married"	4	99	"High school degree"	15	"No"	"Female"	8	0	"Yes"
"477"	54	40	"Unmarried"	19	50	"College degree"	12	"No"	"Female"	22.8	33.05	"No"
"478"	25	41	"Unmarried"	3	81	"Some college"	20	"No"	"Female"	7.4	0	"No"
"479"	1	36	"Unmarried"	6	21	"Did not complete high school"	1	"No"	"Male"	1.35	0	"Yes"
"480"	54	68	"Unmarried"	7	273	"Some college"	27	"No"	"Female"	18.35	0	"No"
"481"	14	31	"Married"	9	39	"Some college"	4	"No"	"Female"	4.4	0	"No"
"482"	14	28	"Married"	7	17	"High school degree"	3	"No"	"Male"	5.8	0	"Yes"
"483"	10	45	"Married"	8	115	"Some college"	17	"No"	"Female"	5.7	0	"Yes"
"484"	7	23	"Unmarried"	3	27	"High school degree"	1	"No"	"Female"	3.65	0	"No"
"485"	33	45	"Unmarried"	24	35	"Did not complete high school"	6	"No"	"Male"	5.65	0	"Yes"
"486"	3	23	"Unmarried"	2	20	"High school degree"	4	"No"	"Male"	4.65	0	"No"
"487"	56	58	"Married"	3	92	"Did not complete high school"	25	"No"	"Male"	8.25	0	"No"
"488"	54	56	"Unmarried"	8	207	"High school degree"	35	"No"	"Female"	9	0	"No"
"489"	72	55	"Married"	28	40	"Did not complete high school"	11	"No"	"Male"	34.25	0	"No"
"490"	18	29	"Unmarried"	4	40	"High school degree"	1	"No"	"Male"	9.5	0	"No"
"491"	25	29	"Unmarried"	9	55	"College degree"	1	"No"	"Male"	5.25	0	"Yes"
"492"	42	62	"Unmarried"	26	26	"Did not complete high school"	35	"Yes"	"Female"	8.75	0	"No"
"493"	4	37	"Unmarried"	2	41	"High school degree"	8	"No"	"Male"	2.8	0	"No"
"494"	12	50	"Married"	16	203	"College degree"	25	"No"	"Male"	4.95	28.3	"Yes"
"495"	53	64	"Married"	17	380	"High school degree"	36	"No"	"Female"	12.85	0	"No"
"496"	13	38	"Married"	8	104	"College degree"	6	"No"	"Male"	10.25	58.85	"Yes"
"497"	18	31	"Married"	12	24	"Some college"	4	"No"	"Male"	12.15	0	"No"
"498"	67	42	"Married"	20	81	"Some college"	20	"No"	"Female"	24.4	36.7	"No"
"499"	6	24	"Unmarried"	2	17	"Did not complete high school"	1	"No"	"Male"	3.25	0	"No"
"500"	25	46	"Unmarried"	13	45	"Did not complete high school"	12	"No"	"Female"	5.4	0	"No"
"501"	15	39	"Unmarried"	19	32	"High school degree"	2	"No"	"Male"	3.45	0	"Yes"
"502"	32	35	"Unmarried"	12	57	"College degree"	5	"No"	"Male"	8.6	0	"No"
"503"	22	39	"Unmarried"	0	63	"College degree"	9	"No"	"Male"	6.2	0	"Yes"
"504"	8	22	"Unmarried"	3	25	"College degree"	0	"No"	"Male"	8	19.45	"No"
"505"	3	31	"Married"	4	22	"Did not complete high school"	1	"No"	"Male"	3.4	0	"Yes"
"506"	32	54	"Unmarried"	6	155	"High school degree"	20	"No"	"Male"	16.35	0	"No"
"507"	49	54	"Unmarried"	24	30	"High school degree"	5	"No"	"Male"	15.5	0	"No"
"508"	2	28	"Unmarried"	7	46	"Some college"	0	"No"	"Female"	3.45	15.1	"No"
"509"	39	47	"Unmarried"	1	68	"College degree"	10	"No"	"Female"	8.3	0	"Yes"
"510"	42	33	"Unmarried"	2	67	"High school degree"	5	"No"	"Male"	6.7	0	"No"
"511"	28	36	"Unmarried"	3	69	"Some college"	2	"No"	"Male"	6.05	36.6	"No"
"512"	41	46	"Married"	14	47	"High school degree"	11	"No"	"Male"	6.3	50.95	"No"
"513"	67	50	"Married"	31	83	"High school degree"	12	"No"	"Male"	29.45	0	"No"
"514"	38	40	"Unmarried"	15	34	"High school degree"	11	"No"	"Female"	4.25	0	"No"
"515"	18	38	"Unmarried"	8	45	"High school degree"	2	"No"	"Female"	2.7	23.4	"Yes"
"516"	6	42	"Married"	17	29	"High school degree"	2	"No"	"Female"	4.3	31.9	"No"
"517"	4	36	"Unmarried"	0	21	"High school degree"	1	"No"	"Female"	3.3	0	"No"
"518"	13	23	"Married"	3	30	"Some college"	0	"No"	"Female"	5.15	0	"No"
"519"	20	35	"Unmarried"	0	78	"College degree"	7	"No"	"Male"	5.5	35.25	"Yes"
"520"	34	49	"Married"	27	61	"Some college"	15	"No"	"Female"	12.65	0	"No"
"521"	46	29	"Married"	4	90	"Post-undergraduate degree"	3	"No"	"Male"	16.85	39.8	"No"
"522"	48	41	"Unmarried"	21	43	"High school degree"	7	"No"	"Male"	19.5	0	"No"
"523"	69	61	"Married"	12	301	"High school degree"	37	"No"	"Male"	26.05	38.45	"No"
"524"	32	34	"Married"	7	32	"High school degree"	15	"No"	"Male"	9.25	0	"No"
"525"	29	29	"Unmarried"	9	41	"High school degree"	9	"No"	"Male"	4.75	0	"No"
"526"	55	52	"Unmarried"	22	127	"Did not complete high school"	28	"No"	"Female"	7.05	0	"No"
"527"	72	60	"Married"	36	271	"Did not complete high school"	43	"No"	"Female"	21.7	0	"No"
"528"	29	26	"Unmarried"	1	32	"Some college"	2	"No"	"Female"	3.4	0	"Yes"
"529"	50	25	"Married"	1	36	"College degree"	2	"No"	"Female"	13.05	40.85	"No"
"530"	35	50	"Married"	11	293	"Some college"	21	"No"	"Male"	12.25	0	"Yes"
"531"	11	63	"Unmarried"	9	41	"Some college"	3	"No"	"Male"	4.15	0	"Yes"
"532"	9	29	"Unmarried"	9	39	"Some college"	5	"No"	"Female"	4.2	0	"No"
"533"	51	48	"Unmarried"	27	58	"Did not complete high school"	18	"No"	"Male"	19.2	0	"Yes"
"534"	33	34	"Married"	2	28	"Did not complete high school"	3	"No"	"Female"	13.4	0	"No"
"535"	25	20	"Unmarried"	0	15	"High school degree"	0	"No"	"Male"	10.7	0	"No"
"536"	31	34	"Unmarried"	9	105	"College degree"	7	"No"	"Female"	6.45	0	"No"
"537"	67	40	"Married"	10	80	"College degree"	8	"No"	"Female"	33.05	48.05	"No"
"538"	55	45	"Unmarried"	8	36	"High school degree"	9	"No"	"Male"	25.65	0	"No"
"539"	19	50	"Unmarried"	7	112	"College degree"	3	"No"	"Female"	7.15	46.55	"No"
"540"	39	34	"Married"	11	55	"College degree"	10	"No"	"Female"	18.45	47.85	"No"
"541"	52	35	"Married"	8	40	"College degree"	1	"No"	"Male"	10.75	44.6	"No"
"542"	55	37	"Married"	15	23	"High school degree"	0	"No"	"Female"	12.95	0	"No"
"543"	25	62	"Unmarried"	27	28	"College degree"	33	"Yes"	"Female"	8.3	47	"Yes"
"544"	33	58	"Unmarried"	12	21	"High school degree"	23	"Yes"	"Female"	8.8	0	"No"
"545"	48	35	"Unmarried"	5	63	"College degree"	12	"No"	"Male"	13.4	0	"Yes"
"546"	48	31	"Married"	12	52	"College degree"	3	"No"	"Male"	8.15	55.55	"No"
"547"	49	57	"Unmarried"	3	189	"Did not complete high school"	31	"No"	"Female"	11	0	"No"
"548"	54	32	"Married"	0	50	"Did not complete high school"	15	"No"	"Male"	18.15	0	"Yes"
"549"	45	32	"Married"	9	23	"Did not complete high school"	15	"No"	"Male"	9.85	0	"No"
"550"	4	37	"Married"	1	33	"High school degree"	15	"No"	"Female"	2.45	0	"Yes"
"551"	49	27	"Married"	3	29	"Some college"	6	"No"	"Female"	10.4	0	"Yes"
"552"	23	35	"Unmarried"	2	96	"Some college"	4	"No"	"Male"	6.4	46.2	"Yes"
"553"	31	44	"Unmarried"	23	80	"Post-undergraduate degree"	15	"No"	"Male"	14.05	0	"Yes"
"554"	55	44	"Married"	2	68	"High school degree"	15	"No"	"Male"	6.6	0	"No"
"555"	9	28	"Unmarried"	7	30	"Did not complete high school"	4	"No"	"Female"	4.2	0	"No"
"556"	55	57	"Married"	25	34	"High school degree"	12	"No"	"Male"	14.6	0	"No"
"557"	34	30	"Unmarried"	3	35	"High school degree"	2	"No"	"Female"	9.05	0	"No"
"558"	10	23	"Unmarried"	4	36	"High school degree"	1	"No"	"Male"	8.55	0	"No"
"559"	62	76	"Unmarried"	20	35	"Some college"	18	"Yes"	"Female"	17.25	0	"No"
"560"	51	36	"Unmarried"	13	62	"Some college"	9	"No"	"Male"	5.65	40.4	"No"
"561"	65	48	"Unmarried"	28	94	"Did not complete high school"	25	"No"	"Male"	10.4	0	"No"
"562"	53	33	"Unmarried"	1	60	"Did not complete high school"	6	"No"	"Male"	17.65	28.55	"No"
"563"	23	35	"Unmarried"	4	118	"High school degree"	11	"No"	"Male"	7.9	0	"Yes"
"564"	1	30	"Unmarried"	3	135	"College degree"	3	"No"	"Male"	1.1	0	"Yes"
"565"	66	55	"Unmarried"	20	80	"High school degree"	24	"No"	"Female"	14	0	"No"
"566"	8	27	"Married"	0	21	"Some college"	3	"No"	"Female"	3.65	0	"No"
"567"	18	28	"Married"	3	22	"Did not complete high school"	2	"No"	"Female"	3.15	0	"No"
"568"	36	32	"Married"	3	63	"College degree"	7	"No"	"Male"	6.2	0	"No"
"569"	13	40	"Unmarried"	16	142	"High school degree"	18	"No"	"Female"	8.45	0	"Yes"
"570"	4	44	"Unmarried"	15	32	"Some college"	0	"No"	"Female"	2.1	0	"Yes"
"571"	20	32	"Unmarried"	10	19	"Some college"	5	"No"	"Male"	6.85	0	"No"
"572"	66	39	"Married"	12	60	"College degree"	10	"No"	"Male"	20.15	36.4	"No"
"573"	67	47	"Married"	7	97	"Did not complete high school"	23	"No"	"Male"	22.4	0	"No"
"574"	11	24	"Married"	0	31	"High school degree"	3	"No"	"Female"	5.4	33.55	"Yes"
"575"	6	26	"Unmarried"	7	30	"Some college"	1	"No"	"Female"	6.35	0	"Yes"
"576"	13	23	"Married"	4	31	"Did not complete high school"	5	"No"	"Female"	4.6	27.7	"No"
